Booking_ID,Ticket_Price,Distance_km,Flight_Duration_hr,Passenger_Age,Airline,Travel_Class,Departure_City,Payment_Method
FB4265,531.42,1227.2,22.43,30,B Airways,Business,Frankfurt,Cash
FB4266,2476.42,2540.4,17.02,22,S Airlines,Premium Economy,Singapore,Net Banking
FB4267,2891.26,4819.0,5.51,67,E Airlines,Business,New York,UPI
FB4268,3216.45,5972.8,23.35,40,Q Airways,Premium Economy,London,PayPal
FB4269,3505.43,4453.4,6.98,75,E Airlines,Premium Economy,Singapore,Debit Card
FB4270,1415.71,4052.3,4.17,73,S Airlines,Economy,Frankfurt,Credit Card
FB4271,247.9,11577.8,2.7,41,Airways,First,Frankfurt,UPI
FB4272,3672.53,7806.5,14.3,46,Q Airways,Premium Economy,Singapore,Debit Card
FB4273,2771.15,574.2,3.29,65,S Airlines,Economy,Paris,PayPal
FB4274,4213.36,5333.1,3.9,64,E Airlines,First,London,UPI
FB4275,4142.66,10537.6,7.85,25,S Airlines,Premium Economy,Paris,Net Banking
FB4276,4247.97,3827.0,7.4,43,Airways,First,Frankfurt,Cash
FB4277,2528.45,1406.3,15.3,32,S Airlines,First,Paris,Net Banking
FB4278,1801.42,9173.1,20.51,74,E Airlines,Business,New York,PayPal
FB4279,3999.48,7390.4,19.15,18,Q Airways,Economy,Delhi,Credit Card
FB4280,2366.21,6972.7,6.93,45,Q Airways,First,Delhi,Net Banking
FB4281,1080.52,926.8,6.51,66,B Airways,Business,Paris,PayPal
FB4282,4303.88,1943.8,24.16,79,E Airlines,First,Paris,Cash
FB4283,4436.29,7583.8,0.7,64,B Airways,Business,New York,UPI
FB4284,2438.29,2731.5,22.05,63,B Airways,Premium Economy,Singapore,Debit Card
FB4285,563.36,6197.6,5.39,31,Airways,Premium Economy,Paris,PayPal
FB4286,2061.57,6675.1,23.71,59,E Airlines,Business,Mumbai,PayPal
FB4287,4056.98,3617.0,8.89,51,Q Airways,Premium Economy,London,Credit Card
FB4288,4528.52,11396.6,11.29,76,E Airlines,Premium Economy,Mumbai,UPI
FB4289,1176.67,10156.8,17.82,48,Airways,Premium Economy,Delhi,PayPal
FB4290,521.47,8751.8,14.9,23,E Airlines,First,Mumbai,PayPal
FB4291,4411.28,1212.5,8.29,79,E Airlines,Business,Dubai,Debit Card
FB4292,2069.14,1541.7,14.07,66,B Airways,Economy,Dubai,Cash
FB4293,2800.45,6065.5,18.4,22,E Airlines,Economy,Delhi,Net Banking
FB4294,4846.72,2180.3,1.54,48,B Airways,Business,Mumbai,UPI
FB4295,519.51,11745.7,0.77,54,B Airways,First,London,Debit Card
FB4296,3311.93,2154.7,11.72,32,S Airlines,Premium Economy,New York,Debit Card
FB4297,555.71,6003.4,3.73,32,Airways,Premium Economy,Delhi,Net Banking
FB4298,2002.25,4560.2,16.78,69,B Airways,First,Dubai,UPI
FB4299,4058.31,7780.8,5.74,60,E Airlines,Economy,Delhi,UPI
FB4300,2280.67,1809.7,11.1,22,B Airways,Business,Mumbai,Cash
FB4301,4986.48,5334.7,5.34,45,B Airways,Business,Mumbai,UPI
FB4302,2883.48,3514.0,13.94,50,B Airways,First,Mumbai,PayPal
FB4303,1741.58,10686.7,3.34,28,Q Airways,Premium Economy,Singapore,Net Banking
FB4304,1256.53,774.9,1.07,60,Q Airways,Premium Economy,Mumbai,UPI
FB4305,1882.5,10990.6,1.75,23,Q Airways,Premium Economy,Paris,Cash
FB4306,1988.16,10046.0,23.88,40,Q Airways,Business,Dubai,Debit Card
FB4307,529.83,3781.6,3.99,57,S Airlines,Economy,Frankfurt,PayPal
FB4308,1973.96,9534.7,17.86,19,B Airways,Business,Dubai,UPI
FB4309,2428.34,665.2,2.16,32,S Airlines,First,Singapore,Net Banking
FB4310,3669.14,11612.3,3.15,40,E Airlines,Business,Dubai,UPI
FB4311,3352.3,6461.2,12.97,39,Airways,First,Dubai,Credit Card
FB4312,3602.08,3848.4,11.89,26,S Airlines,Business,Delhi,Cash
FB4313,240.15,4542.2,23.81,64,Q Airways,Economy,Frankfurt,Debit Card
FB4314,1244.8,1076.9,23.65,57,Q Airways,First,Frankfurt,Credit Card
FB4315,3376.08,11875.4,19.6,47,E Airlines,Premium Economy,Mumbai,Net Banking
FB4316,2523.15,759.7,15.25,33,B Airways,Premium Economy,Paris,UPI
FB4317,225.5,7962.4,11.65,76,Airways,Business,Paris,Cash
FB4318,4061.57,5480.0,9.23,63,S Airlines,Business,Delhi,PayPal
FB4319,3909.49,11402.3,23.7,64,B Airways,Economy,Paris,UPI
FB4320,2832.41,3178.2,15.27,69,B Airways,Economy,Delhi,UPI
FB4321,519.02,6525.4,14.69,47,S Airlines,Premium Economy,Frankfurt,UPI
FB4322,3879.27,5943.6,6.18,62,S Airlines,Business,Frankfurt,PayPal
FB4323,3001.83,8523.5,1.64,26,S Airlines,First,New York,UPI
FB4324,3953.41,1095.7,23.66,18,S Airlines,Economy,Frankfurt,Cash
FB4325,3808.39,2567.3,8.19,76,Q Airways,First,Paris,PayPal
FB4326,4054.41,2810.4,11.34,55,B Airways,First,Dubai,PayPal
FB4327,2686.44,8936.4,3.31,25,B Airways,Economy,Frankfurt,Credit Card
FB4328,873.56,2512.9,21.0,76,Q Airways,Business,New York,Net Banking
FB4329,3421.56,7009.9,1.18,76,B Airways,First,London,PayPal
FB4330,3178.27,2818.4,20.93,69,S Airlines,Business,Mumbai,Credit Card
FB4331,3762.82,10381.0,3.94,35,Airways,First,London,Cash
FB4332,1015.43,11323.6,22.22,44,B Airways,Business,Dubai,Net Banking
FB4333,1135.88,6366.4,18.38,35,Airways,Business,Singapore,PayPal
FB4334,4473.97,4422.0,4.53,49,Airways,Business,Delhi,Debit Card
FB4335,3799.89,3038.5,14.36,75,Q Airways,Business,New York,Credit Card
FB4336,4559.5,882.4,8.16,66,E Airlines,Economy,Paris,Cash
FB4337,3841.83,3441.5,4.87,49,B Airways,First,Paris,Cash
FB4338,3066.35,7954.6,21.55,70,Q Airways,Business,Dubai,Cash
FB4339,3339.84,6543.3,10.39,65,Q Airways,Premium Economy,Paris,Net Banking
FB4340,4467.81,11345.3,10.26,62,Airways,First,Dubai,UPI
FB4341,2978.27,4936.4,4.66,71,B Airways,First,New York,Debit Card
FB4342,3235.48,8418.2,9.89,53,Q Airways,Business,London,Net Banking
FB4343,951.09,6025.1,21.85,53,S Airlines,First,Singapore,Net Banking
FB4344,2474.82,6297.1,9.4,38,Q Airways,Premium Economy,Delhi,PayPal
FB4345,3638.71,3433.0,23.81,63,S Airlines,Premium Economy,Paris,Credit Card
FB4346,1500.52,5622.9,23.68,49,E Airlines,Premium Economy,Singapore,Debit Card
FB4347,1170.82,5808.2,4.05,48,S Airlines,First,Singapore,Cash
FB4348,1706.37,8567.7,4.84,54,S Airlines,First,Singapore,Net Banking
FB4349,1359.2,11305.5,21.64,33,Airways,Business,Mumbai,Debit Card
FB4350,1231.58,4153.1,10.12,63,Q Airways,First,Singapore,Credit Card
FB4351,2239.28,793.7,0.61,79,E Airlines,First,Frankfurt,UPI
FB4352,4557.62,6106.7,7.21,63,Q Airways,Business,Dubai,Debit Card
FB4353,2633.89,6670.2,15.14,31,S Airlines,Premium Economy,Mumbai,Cash
FB4354,1102.02,2270.8,20.08,74,S Airlines,Business,Frankfurt,Net Banking
FB4355,569.46,9197.4,3.77,41,Q Airways,Economy,Mumbai,UPI
FB4356,3541.55,11823.7,3.21,42,E Airlines,First,Singapore,Credit Card
FB4357,2037.43,11365.6,23.09,78,E Airlines,First,Paris,Cash
FB4358,4144.79,2606.1,18.9,63,Airways,Economy,Paris,UPI
FB4359,3365.65,10541.7,14.95,68,S Airlines,Economy,Paris,PayPal
FB4360,4021.96,8542.6,19.35,79,S Airlines,Economy,Paris,PayPal
FB4361,1505.34,5610.0,11.01,52,Airways,Business,Dubai,Credit Card
FB4362,3523.32,6625.1,19.08,34,Q Airways,Premium Economy,New York,Cash
FB4363,1467.5,10240.3,9.61,63,S Airlines,Business,Paris,Net Banking
FB4364,4707.53,5917.6,6.48,59,Q Airways,Economy,Delhi,Credit Card
FB4365,3254.6,4666.5,18.36,62,E Airlines,Business,Singapore,UPI
FB4366,1757.66,6071.0,10.78,71,B Airways,First,Mumbai,Cash
FB4367,1493.66,7075.8,24.54,21,Airways,Business,Delhi,PayPal
FB4368,1116.45,2512.2,9.06,28,S Airlines,Economy,Paris,PayPal
FB4369,3534.28,10840.6,23.08,64,Airways,First,Delhi,Debit Card
FB4370,1249.83,8188.0,23.36,32,E Airlines,Premium Economy,Mumbai,Cash
FB4371,3057.46,7709.2,6.43,47,E Airlines,Business,Paris,UPI
FB4372,1470.25,1464.1,20.06,41,E Airlines,Business,Delhi,UPI
FB4373,3377.45,7368.8,11.11,19,E Airlines,Economy,Dubai,Debit Card
FB4374,4111.71,1715.2,22.98,60,B Airways,Premium Economy,Dubai,UPI
FB4375,3934.52,1220.8,11.53,51,Q Airways,First,Singapore,Cash
FB4376,3852.09,6469.5,18.74,40,Q Airways,Economy,New York,PayPal
FB4377,1101.07,5012.6,11.94,78,B Airways,Economy,Singapore,Credit Card
FB4378,624.25,7189.1,6.08,48,Q Airways,Business,Frankfurt,PayPal
FB4379,3554.95,1343.9,5.38,54,E Airlines,Premium Economy,Delhi,PayPal
FB4380,1968.07,5342.5,10.92,30,Q Airways,Economy,Mumbai,Cash
FB4381,2275.26,2345.0,19.01,50,Airways,Business,Dubai,UPI
FB4382,349.52,11849.1,15.32,24,Q Airways,First,London,Debit Card
FB4383,1445.97,6865.5,17.37,49,Airways,Economy,New York,Debit Card
FB4384,361.65,8343.0,7.42,24,S Airlines,First,Singapore,Net Banking
FB4385,4420.09,4107.4,12.3,59,Airways,First,Frankfurt,Debit Card
FB4386,1368.3,1408.4,1.59,55,Airways,Business,Dubai,Debit Card
FB4387,2875.22,11717.7,20.53,69,E Airlines,Premium Economy,Frankfurt,UPI
FB4388,387.1,3649.2,24.75,61,E Airlines,First,Paris,Credit Card
FB4389,3400.87,5258.6,10.47,30,E Airlines,Economy,Delhi,Credit Card
FB4390,1750.53,7903.4,0.77,41,Airways,Premium Economy,Frankfurt,UPI
FB4391,4510.01,589.0,4.66,45,B Airways,Premium Economy,New York,Debit Card
FB4392,4462.97,9780.0,16.49,49,E Airlines,Business,Dubai,Cash
FB4393,1761.39,6578.0,15.5,60,E Airlines,Economy,Dubai,PayPal
FB4394,4524.61,3555.1,19.8,35,Airways,Economy,Delhi,PayPal
FB4395,4981.56,1020.8,6.72,51,S Airlines,Business,Singapore,Credit Card
FB4396,4162.0,2201.2,19.21,65,S Airlines,Business,Singapore,UPI
FB4397,4255.38,10771.9,17.36,51,Q Airways,Premium Economy,London,Cash
FB4398,1395.24,8326.5,8.41,68,S Airlines,First,New York,Debit Card
FB4399,2968.17,3223.9,13.86,55,E Airlines,First,London,UPI
FB4400,522.83,1067.5,4.11,18,B Airways,First,Singapore,Credit Card
FB4401,655.61,8380.2,11.59,60,Q Airways,First,Singapore,Cash
FB4402,4994.68,6997.2,22.09,67,B Airways,Economy,New York,Cash
FB4403,1767.87,5032.9,10.82,59,B Airways,Economy,Frankfurt,Credit Card
FB4404,3791.28,4554.3,21.07,48,E Airlines,Business,New York,Cash
FB4405,4071.99,2836.7,14.96,67,Airways,Business,Singapore,PayPal
FB4406,4318.51,8134.5,5.2,79,Airways,First,Singapore,Credit Card
FB4407,4988.62,11656.8,14.74,77,Airways,Business,Dubai,PayPal
FB4408,1359.18,2355.9,12.9,18,S Airlines,Economy,London,UPI
FB4409,393.68,7286.3,10.27,68,Airways,First,Delhi,Net Banking
FB4410,2173.72,5263.0,3.43,33,E Airlines,First,New York,Debit Card
FB4411,824.39,5526.3,10.71,75,S Airlines,Economy,Mumbai,UPI
FB4412,307.64,3273.5,2.28,56,Airways,Premium Economy,Delhi,PayPal
FB4413,1930.05,9954.1,2.92,32,B Airways,First,New York,Debit Card
FB4414,3961.94,5977.5,10.69,78,E Airlines,Business,Paris,Debit Card
FB4415,2917.67,6657.8,7.98,50,E Airlines,Premium Economy,New York,PayPal
FB4416,1701.33,3865.7,23.18,40,Q Airways,Economy,Mumbai,PayPal
FB4417,3340.84,2427.2,9.7,70,E Airlines,Premium Economy,Dubai,Credit Card
FB4418,1313.69,1305.2,19.07,58,B Airways,Premium Economy,Paris,Net Banking
FB4419,269.03,8655.2,13.49,51,E Airlines,First,London,PayPal
FB4420,3868.9,2595.9,17.75,34,Q Airways,Premium Economy,Mumbai,Debit Card
FB4421,3193.97,8373.9,6.87,42,E Airlines,Business,Singapore,Debit Card
FB4422,3859.05,4867.4,23.58,73,E Airlines,First,Paris,UPI
FB4423,386.9,5164.6,13.49,59,Q Airways,Economy,Dubai,Net Banking
FB4424,4218.17,5789.4,20.87,23,E Airlines,Business,New York,Net Banking
FB4425,3173.73,4602.2,9.44,48,S Airlines,First,New York,Debit Card
FB4426,2904.3,1477.3,2.96,22,E Airlines,Premium Economy,Mumbai,Net Banking
FB4427,3198.15,3922.7,17.01,57,Airways,Business,Singapore,UPI
FB4428,4349.28,8065.7,0.69,57,Airways,First,Paris,Credit Card
FB4429,3017.3,8089.7,12.14,47,S Airlines,First,Dubai,Debit Card
FB4430,2988.56,3648.8,5.22,22,E Airlines,Economy,New York,Cash
FB4431,4955.26,5683.2,15.87,29,B Airways,First,Paris,Debit Card
FB4432,3832.3,2563.3,24.5,24,E Airlines,Economy,Mumbai,Debit Card
FB4433,2323.01,2761.4,11.88,62,Airways,Premium Economy,Singapore,Credit Card
FB4434,3595.51,569.7,20.53,30,Q Airways,First,London,PayPal
FB4435,2068.31,10791.9,12.94,66,S Airlines,First,Frankfurt,PayPal
FB4436,1298.6,2765.3,12.65,21,Q Airways,Premium Economy,Dubai,Cash
FB4437,3064.89,2962.1,23.3,67,B Airways,First,Mumbai,Cash
FB4438,4655.27,3571.3,22.3,59,E Airlines,First,New York,Cash
FB4439,4659.87,1790.7,19.75,20,B Airways,Business,Singapore,PayPal
FB4440,1841.15,7779.4,7.76,29,Q Airways,Economy,London,Credit Card
FB4441,2732.85,1179.2,13.85,18,E Airlines,First,Paris,Net Banking
FB4442,1215.85,1870.2,5.99,44,B Airways,First,Singapore,Cash
FB4443,4979.03,7843.7,11.38,60,Airways,Economy,Frankfurt,Net Banking
FB4444,4909.37,4274.0,12.36,67,Airways,Business,London,UPI
FB4445,3317.64,8583.0,20.88,30,S Airlines,Economy,Mumbai,Credit Card
FB4446,4061.19,6821.9,22.45,34,Airways,First,New York,Net Banking
FB4447,3632.48,3295.4,10.66,25,Airways,Premium Economy,Singapore,PayPal
FB4448,3047.16,7914.7,0.93,49,Q Airways,Premium Economy,Frankfurt,PayPal
FB4449,456.07,1660.4,21.61,37,Airways,Business,Singapore,Cash
FB4450,2382.87,6576.0,4.77,68,Airways,Business,Delhi,Cash
FB4451,3438.97,5414.6,15.74,34,Q Airways,First,Dubai,Net Banking
FB4452,3452.15,3434.1,1.11,51,Airways,Business,Singapore,PayPal
FB4453,1990.99,7366.9,10.29,52,Airways,First,Frankfurt,Net Banking
FB4454,4720.12,10494.6,24.66,52,S Airlines,Premium Economy,London,UPI
FB4455,1003.31,11987.2,2.97,55,Airways,Business,Dubai,Credit Card
FB4456,2601.73,7410.8,10.88,59,Airways,First,Mumbai,PayPal
FB4457,3516.24,5035.1,8.03,41,S Airlines,Economy,Frankfurt,Debit Card
FB4458,3546.25,2934.9,22.67,71,Q Airways,Business,Dubai,PayPal
FB4459,3313.47,3308.0,21.8,35,Airways,First,Delhi,UPI
FB4460,1521.38,5909.6,6.32,67,B Airways,First,New York,PayPal
FB4461,949.79,4597.1,2.49,63,Q Airways,Economy,Mumbai,UPI
FB4462,3252.51,10991.6,15.86,65,Q Airways,Premium Economy,Singapore,PayPal
FB4463,3076.65,4609.1,8.74,56,Airways,Economy,Frankfurt,UPI
FB4464,1060.91,4669.3,16.97,50,S Airlines,First,Paris,Cash
FB4465,3584.67,4787.4,1.29,66,Q Airways,Economy,Mumbai,Net Banking
FB4466,2384.83,10088.5,3.77,40,S Airlines,Economy,Frankfurt,PayPal
FB4467,3405.25,7914.2,17.32,42,B Airways,First,New York,Credit Card
FB4468,4219.36,7485.8,5.7,54,S Airlines,Premium Economy,New York,Cash
FB4469,1014.7,4209.5,21.51,44,E Airlines,Economy,Mumbai,UPI
FB4470,291.9,9869.5,1.94,18,S Airlines,Economy,Delhi,Credit Card
FB4471,3939.69,748.9,5.78,38,Q Airways,Business,London,Cash
FB4472,3126.55,10488.3,24.96,76,S Airlines,Business,Mumbai,Debit Card
FB4473,3558.27,6299.2,11.11,66,S Airlines,First,Frankfurt,PayPal
FB4474,4223.14,4959.5,17.72,27,E Airlines,First,New York,PayPal
FB4475,4053.49,6116.9,4.98,48,E Airlines,First,London,UPI
FB4476,4812.42,8108.8,15.44,61,Airways,Business,Dubai,Cash
FB4477,2772.49,449.4,18.29,42,Q Airways,First,Paris,Cash
FB4478,2544.78,10497.2,8.2,37,Airways,Economy,Delhi,UPI
FB4479,2129.06,5526.9,20.81,74,E Airlines,Economy,New York,Debit Card
FB4480,937.72,4312.7,15.28,19,S Airlines,Premium Economy,Singapore,PayPal
FB4481,2948.51,1917.5,10.03,72,E Airlines,First,New York,Net Banking
FB4482,1529.66,5441.7,14.16,65,B Airways,Economy,Frankfurt,Debit Card
FB4483,4622.28,6107.0,14.63,32,S Airlines,Economy,Frankfurt,UPI
FB4484,2999.32,5022.7,4.56,45,Airways,Premium Economy,Frankfurt,Net Banking
FB4485,3045.63,8240.3,10.37,30,S Airlines,Economy,Mumbai,Cash
FB4486,1903.64,5224.5,8.91,67,B Airways,Premium Economy,Paris,Debit Card
FB4487,449.55,11548.6,10.32,77,E Airlines,Premium Economy,Paris,Debit Card
FB4488,352.37,7311.5,19.15,69,Q Airways,Business,London,PayPal
FB4489,2232.01,9747.5,12.32,71,Q Airways,Economy,Mumbai,PayPal
FB4490,605.91,1579.5,23.54,31,Q Airways,Business,Frankfurt,Net Banking
FB4491,3112.87,4948.3,7.7,67,E Airlines,Economy,Paris,Cash
FB4492,4428.67,4241.1,10.68,19,Q Airways,Business,New York,Debit Card
FB4493,4437.99,6962.9,19.78,51,B Airways,Premium Economy,Frankfurt,Net Banking
FB4494,3363.42,10375.0,13.88,52,E Airlines,Premium Economy,Frankfurt,Debit Card
FB4495,1213.91,1216.6,13.9,54,Q Airways,Premium Economy,Frankfurt,PayPal
FB4496,4342.38,1149.1,1.81,42,Airways,Premium Economy,Delhi,Cash
FB4497,4453.25,10248.7,10.27,65,E Airlines,Economy,Singapore,Cash
FB4498,1143.94,2790.3,7.13,71,E Airlines,First,Dubai,Credit Card
FB4499,3739.65,8124.4,24.98,32,S Airlines,Economy,New York,Net Banking
FB4500,1575.29,6651.7,8.05,29,Q Airways,Business,Dubai,PayPal
FB4501,4052.67,10044.9,22.17,79,Airways,Economy,London,PayPal
FB4502,4986.74,1763.5,17.07,26,B Airways,Economy,Paris,PayPal
FB4503,344.12,1818.5,8.85,75,E Airlines,Business,Dubai,UPI
FB4504,4507.36,6814.8,13.82,48,B Airways,Premium Economy,London,Debit Card
FB4505,3188.63,11372.6,21.09,31,B Airways,Business,Singapore,Cash
FB4506,4872.24,5155.5,22.14,46,B Airways,Business,Frankfurt,Debit Card
FB4507,2432.05,4125.2,4.43,70,S Airlines,First,New York,Debit Card
FB4508,4267.46,7398.3,8.82,65,B Airways,First,New York,UPI
FB4509,499.49,11186.2,8.71,60,Q Airways,Premium Economy,Mumbai,Cash
FB4510,1809.34,10092.1,1.53,55,Q Airways,Business,Delhi,Credit Card
FB4511,521.68,11947.2,15.16,59,Airways,Business,Singapore,PayPal
FB4512,4881.65,564.1,21.44,77,Airways,Business,Singapore,Net Banking
FB4513,4121.47,1620.4,9.85,25,B Airways,Economy,Dubai,Debit Card
FB4514,4292.23,7430.8,18.63,65,B Airways,First,Dubai,UPI
FB4515,4702.23,9900.7,15.88,20,S Airlines,First,Delhi,UPI
FB4516,608.5,3637.4,9.7,19,B Airways,Premium Economy,New York,Net Banking
FB4517,2050.87,3098.8,3.96,33,B Airways,First,Mumbai,Net Banking
FB4518,540.97,9507.6,17.88,36,B Airways,First,Singapore,Cash
FB4519,1211.81,959.7,21.44,47,E Airlines,Premium Economy,Paris,Debit Card
FB4520,1300.96,4621.8,17.3,58,E Airlines,Business,Dubai,Debit Card
FB4521,2451.71,6218.0,0.94,33,S Airlines,Economy,New York,Net Banking
FB4522,1489.1,6856.1,5.8,48,S Airlines,Premium Economy,Singapore,PayPal
FB4523,684.69,8824.8,2.2,71,Q Airways,First,Mumbai,Credit Card
FB4524,1003.96,4451.7,14.47,75,S Airlines,Premium Economy,New York,Debit Card
FB4525,906.92,7468.4,19.03,45,Q Airways,First,London,UPI
FB4526,4870.77,7148.9,3.21,21,B Airways,Business,Mumbai,PayPal
FB4527,3844.6,6707.1,21.04,27,S Airlines,Business,Singapore,Net Banking
FB4528,4845.26,7793.7,14.11,68,S Airlines,Business,Singapore,Debit Card
FB4529,2310.75,3335.6,17.4,62,S Airlines,First,Delhi,Cash
FB4530,1536.17,1290.4,24.3,35,Q Airways,Premium Economy,New York,Net Banking
FB4531,4031.81,1695.5,2.55,64,Q Airways,First,New York,UPI
FB4532,1766.02,2927.6,22.58,49,Airways,Business,New York,Cash
FB4533,1637.04,6152.3,3.59,47,Q Airways,Business,Singapore,Net Banking
FB4534,1316.03,10133.2,10.13,53,Q Airways,Business,New York,Net Banking
FB4535,822.46,8505.1,21.36,26,E Airlines,First,New York,Debit Card
FB4536,1431.02,9531.8,22.7,53,S Airlines,Economy,Dubai,Cash
FB4537,1905.53,4406.4,12.91,46,Q Airways,Business,Paris,Net Banking
FB4538,3435.17,5034.4,15.06,33,S Airlines,Premium Economy,Delhi,PayPal
FB4539,500.31,4906.1,17.85,45,S Airlines,Business,Singapore,UPI
FB4540,1210.43,2544.9,20.9,38,E Airlines,First,New York,Cash
FB4541,4083.31,1016.2,3.48,64,S Airlines,Premium Economy,Mumbai,PayPal
FB4542,905.23,7213.7,20.35,73,Q Airways,First,Singapore,Debit Card
FB4543,1844.7,11873.8,12.29,19,S Airlines,Economy,Mumbai,Credit Card
FB4544,4350.36,2251.9,11.54,77,Airways,Economy,Mumbai,Net Banking
FB4545,943.64,846.2,10.89,76,Airways,First,Singapore,Credit Card
FB4546,597.14,9420.5,12.98,63,E Airlines,Business,Mumbai,Net Banking
FB4547,2525.78,3255.3,23.65,52,Q Airways,Premium Economy,Paris,PayPal
FB4548,1651.61,10006.8,13.93,71,E Airlines,Business,London,Debit Card
FB4549,2904.36,8536.1,23.85,45,Airways,First,Delhi,Debit Card
FB4550,4058.26,11364.4,4.92,72,Q Airways,First,Singapore,Debit Card
FB4551,858.31,5084.4,18.24,53,S Airlines,Business,Frankfurt,Debit Card
FB4552,2987.36,8045.0,20.4,79,Q Airways,Premium Economy,London,Cash
FB4553,2626.44,5738.8,17.14,48,B Airways,Premium Economy,New York,Cash
FB4554,891.58,7677.9,15.37,50,Q Airways,Premium Economy,Mumbai,Net Banking
FB4555,3195.19,5560.3,14.34,40,S Airlines,Premium Economy,Mumbai,Cash
FB4556,1513.47,2507.0,21.59,77,B Airways,Premium Economy,Delhi,Net Banking
FB4557,2541.6,6242.4,20.63,58,E Airlines,Economy,London,Cash
FB4558,594.91,6484.4,3.5,34,Q Airways,Economy,London,Cash
FB4559,2406.0,9784.1,21.29,63,E Airlines,First,Singapore,Cash
FB4560,1671.02,8905.6,10.64,66,Q Airways,Economy,New York,UPI
FB4561,4147.43,8066.4,6.72,18,Airways,Premium Economy,Mumbai,Debit Card
FB4562,473.5,1626.6,21.81,59,Airways,Premium Economy,Frankfurt,UPI
FB4563,2209.31,8731.2,11.08,40,S Airlines,Premium Economy,Dubai,Cash
FB4564,2400.47,6153.6,20.3,65,Airways,First,New York,Cash
FB4565,3680.03,10761.0,6.95,44,B Airways,First,Frankfurt,UPI
FB4566,2956.58,11062.5,0.6,42,B Airways,Business,Singapore,PayPal
FB4567,3402.62,945.3,12.64,49,Q Airways,Economy,Singapore,Net Banking
FB4568,3929.84,9901.5,2.96,36,E Airlines,Economy,Singapore,Debit Card
FB4569,4338.57,741.1,18.98,41,B Airways,Business,Delhi,Net Banking
FB4570,1706.6,4595.9,7.26,74,Q Airways,Business,Delhi,PayPal
FB4571,2782.51,6644.9,11.37,20,E Airlines,Economy,New York,Debit Card
FB4572,4232.52,2032.8,2.63,77,Airways,Premium Economy,Singapore,Credit Card
FB4573,4949.37,9031.9,7.52,29,Q Airways,Economy,Paris,Debit Card
FB4574,4469.69,397.8,19.65,52,E Airlines,Premium Economy,Dubai,Net Banking
FB4575,1983.04,2272.6,4.21,32,S Airlines,First,London,Debit Card
FB4576,1136.8,7095.3,16.36,34,S Airlines,Economy,London,Credit Card
FB4577,2549.08,8658.3,22.98,67,B Airways,Economy,Mumbai,Credit Card
FB4578,3759.88,11024.7,17.16,49,E Airlines,First,London,Cash
FB4579,2564.33,8554.3,20.37,24,S Airlines,First,Frankfurt,Credit Card
FB4580,2519.27,8159.8,3.17,36,B Airways,First,London,UPI
FB4581,4223.51,4913.8,6.64,24,Q Airways,First,Dubai,Net Banking
FB4582,1934.74,315.0,22.42,22,Q Airways,First,London,UPI
FB4583,4327.01,1705.9,18.02,75,E Airlines,Business,Frankfurt,PayPal
FB4584,2152.66,6554.3,16.17,57,E Airlines,Business,Dubai,UPI
FB4585,1775.52,8199.0,16.76,38,E Airlines,First,Delhi,Net Banking
FB4586,2379.15,5184.1,10.65,65,E Airlines,First,Dubai,PayPal
FB4587,3859.75,8848.9,1.59,65,S Airlines,First,Delhi,UPI
FB4588,804.81,6405.8,19.72,68,S Airlines,First,Dubai,UPI
FB4589,1142.81,1167.9,17.13,74,B Airways,Premium Economy,Singapore,PayPal
FB4590,4766.94,2546.6,12.08,64,S Airlines,Premium Economy,Frankfurt,UPI
FB4591,1042.36,10128.0,22.54,24,Q Airways,First,Paris,Credit Card
FB4592,2925.09,8781.5,8.74,54,B Airways,First,New York,Net Banking
FB4593,2980.71,10768.7,7.71,40,S Airlines,Economy,Delhi,Net Banking
FB4594,2550.2,1675.4,21.88,28,E Airlines,First,Delhi,Net Banking
FB4595,3294.78,11885.6,20.03,27,S Airlines,First,London,UPI
FB4596,1303.17,2750.1,13.12,74,Airways,Business,Delhi,Credit Card
FB4597,2852.78,437.8,3.7,38,B Airways,Premium Economy,Dubai,Net Banking
FB4598,1986.43,11969.8,5.77,72,S Airlines,First,Singapore,Debit Card
FB4599,3376.0,3588.6,16.58,76,S Airlines,Premium Economy,Singapore,Net Banking
FB4600,877.87,8115.8,9.93,58,Q Airways,Premium Economy,London,Cash
FB4601,2940.21,2367.2,20.99,50,E Airlines,Economy,Dubai,Debit Card
FB4602,1089.3,7088.7,23.77,37,E Airlines,Premium Economy,Dubai,Net Banking
FB4603,1537.49,10877.2,20.24,50,Q Airways,Premium Economy,Mumbai,UPI
FB4604,1249.81,4046.1,9.75,57,Q Airways,First,New York,Net Banking
FB4605,1077.62,8142.0,19.82,52,Airways,Business,Delhi,Credit Card
FB4606,4163.41,2498.5,9.11,51,B Airways,First,London,Credit Card
FB4607,1571.4,7610.1,4.59,79,E Airlines,First,Singapore,Net Banking
FB4608,4650.19,4236.5,1.32,53,Q Airways,Business,Frankfurt,UPI
FB4609,4855.65,2771.1,9.95,44,Q Airways,Business,Paris,UPI
FB4610,2942.05,3964.2,22.64,36,B Airways,Economy,Mumbai,UPI
FB4611,886.41,2392.4,6.36,60,Q Airways,Business,New York,Net Banking
FB4612,1997.83,10852.4,5.56,22,Airways,First,Dubai,Net Banking
FB4613,4029.11,4947.1,24.26,46,B Airways,Business,Delhi,Cash
